Date,Open,High,Low,Close,Adj Close,Volume
2020-04-07,274.209991,275.029999,264.890015,265.130005,258.356140,201427200
2020-04-08,267.959991,276.000000,265.250000,274.029999,267.028748,153774500
2020-04-09,277.579987,281.200012,275.470001,278.200012,271.092163,189999200
2020-04-13,277.140015,277.510010,271.410004,275.660004,268.617096,114839100
2020-04-14,280.980011,284.899994,275.510010,283.790009,276.539368,134143400
2020-04-15,277.570007,283.940002,275.459991,277.760010,270.663483,121775000
2020-04-16,279.149994,280.029999,275.760010,279.100006,271.969208,131798300
2020-04-17,285.380005,287.299988,282.399994,286.640015,279.316559,146684800
2020-04-20,282.609985,286.790009,281.350006,281.589996,274.395599,100109300
2020-04-21,276.730011,278.040009,272.019989,273.040009,266.064026,126385700
2020-04-22,278.350006,281.000000,276.910004,279.100006,271.969208,92951600
2020-04-23,280.489990,283.940002,278.750000,279.079987,271.949707,104709700
2020-04-24,280.730011,283.700012,278.500000,282.970001,275.740326,85063200
2020-04-27,285.119995,288.269989,284.619995,287.049988,279.716095,77896600
2020-04-28,291.019989,291.399994,285.399994,285.730011,278.429810,105270000
2020-04-29,291.529999,294.880005,290.410004,293.209991,285.718689,118745600
2020-04-30,291.709991,293.320007,288.589996,290.480011,283.058441,122901700
2020-05-01,285.309998,290.660004,281.519989,282.790009,275.564911,125180000
2020-05-04,280.739990,283.899994,279.130005,283.570007,276.325012,80873200
2020-05-05,286.640015,289.250000,283.709991,286.190002,278.878113,79569900
2020-05-06,288.040009,288.459991,283.779999,284.250000,276.987671,73632600
2020-05-07,287.750000,289.779999,287.130005,287.679993,280.329987,75250400
2020-05-08,291.089996,292.950012,289.859985,292.440002,284.968414,76452400
2020-05-11,290.339996,294.000000,289.880005,292.500000,285.026855,79514200
2020-05-12,293.790009,294.239990,286.519989,286.670013,279.345795,95870800
2020-05-13,286.059998,287.190002,278.959991,281.600006,274.405365,144721100
2020-05-14,278.950012,285.109985,272.989990,284.970001,277.689240,121977900
2020-05-15,282.369995,286.329987,281.339996,286.279999,278.965729,111146300
2020-05-18,293.049988,296.750000,292.700012,295.000000,287.462982,119703800
2020-05-19,294.350006,296.209991,291.950012,291.970001,284.510406,95189300
2020-05-20,295.820007,297.869995,295.570007,296.929993,289.343689,85861700
2020-05-21,296.790009,297.670013,293.690002,294.880005,287.346039,78293900
2020-05-22,294.570007,295.630005,293.220001,295.440002,287.891724,63958200
2020-05-26,301.929993,302.190002,295.459991,299.079987,291.438721,88951400
2020-05-27,302.119995,303.570007,296.869995,303.529999,295.775055,104817400
2020-05-28,304.649994,306.839996,302.239990,302.970001,295.229370,90405200
2020-05-29,302.459991,304.959991,299.470001,304.320007,296.544891,119090800
2020-06-01,303.619995,306.209991,303.059998,305.549988,297.743439,55758300
2020-06-02,306.549988,308.130005,305.100006,308.079987,300.208801,74267200
2020-06-03,310.239990,313.220001,309.940002,312.179993,304.204041,92567600
2020-06-04,311.109985,313.000000,309.079987,311.359985,303.404999,75794400
2020-06-05,317.230011,321.269989,317.160004,319.339996,311.181122,150524700
2020-06-08,320.220001,323.410004,319.630005,323.200012,314.942505,73641200
2020-06-09,320.299988,323.279999,319.359985,320.790009,312.594025,77479200
2020-06-10,321.420013,322.390015,318.220001,319.000000,310.849823,95000800
2020-06-11,311.459991,312.149994,300.010010,300.609985,292.929657,209243600
2020-06-12,308.239990,309.079987,298.600006,304.209991,296.437683,194678900
2020-06-15,298.019989,308.279999,296.739990,307.049988,299.205109,135782700
2020-06-16,315.480011,315.640015,307.670013,312.959991,304.964111,137627500
2020-06-17,314.070007,314.390015,310.859985,311.660004,303.697327,83398900
2020-06-18,310.010010,312.299988,309.510010,311.779999,303.814301,80828700
2020-06-19,314.170013,314.380005,306.529999,308.640015,302.078033,135549600
2020-06-22,307.989990,311.049988,306.750000,310.619995,304.015839,74649400
2020-06-23,313.489990,314.500000,311.609985,312.049988,305.415497,68471200
2020-06-24,309.839996,310.510010,302.100006,304.089996,297.624695,132813500
2020-06-25,303.470001,307.640015,301.279999,307.350006,300.815399,89468000
2020-06-26,306.160004,306.390015,299.420013,300.049988,293.670624,127961000
2020-06-29,301.410004,304.609985,298.929993,304.459991,297.986877,79773300
2020-06-30,303.989990,310.200012,303.820007,308.359985,301.803955,113394800
2020-07-01,309.570007,311.890015,309.070007,310.519989,303.917999,72396500
2020-07-02,314.239990,315.700012,311.510010,312.230011,305.591644,69344200
2020-07-06,316.369995,317.679993,315.559998,317.049988,310.309143,61713800
2020-07-07,315.380005,317.519989,313.369995,313.779999,307.108704,82910000
2020-07-08,314.609985,316.299988,312.700012,316.179993,309.457703,54638600
2020-07-09,316.839996,317.100006,310.679993,314.380005,307.695923,83354200
2020-07-10,314.309998,317.880005,312.760010,317.589996,310.837708,57550400
2020-07-13,320.130005,322.709991,314.130005,314.839996,308.146179,102997500
2020-07-14,313.299988,319.760010,312.000000,318.920013,312.139435,93657000
2020-07-15,322.410004,323.040009,319.269989,321.850006,315.007111,87196500
2020-07-16,319.790009,321.279999,319.089996,320.790009,313.969635,54622500
2020-07-17,321.880005,322.570007,319.739990,321.720001,314.879883,62774900
2020-07-20,321.429993,325.130005,320.619995,324.320007,317.424622,56308800
2020-07-21,326.450012,326.929993,323.940002,325.010010,318.099976,57292200
2020-07-22,324.619995,327.200012,324.500000,326.859985,319.910583,57792900
2020-07-23,326.470001,327.230011,321.480011,322.959991,316.093475,75738000
2020-07-24,320.950012,321.989990,319.250000,320.880005,314.057770,73766600
2020-07-27,321.630005,323.410004,320.769989,323.220001,316.348022,48293000
2020-07-28,322.429993,323.640015,320.850006,321.170013,314.341614,57495000
2020-07-29,322.119995,325.730011,322.079987,325.119995,318.207611,48454200
2020-07-30,321.899994,324.410004,319.640015,323.959991,317.072296,61861700
2020-07-31,325.899994,326.630005,321.329987,326.519989,319.577820,84986800
2020-08-03,328.320007,329.619995,327.730011,328.790009,321.799591,53077900
2020-08-04,327.859985,330.059998,327.859985,330.059998,323.042572,41917900
2020-08-05,331.470001,332.390015,331.179993,332.109985,325.048981,42697700
2020-08-06,331.480011,334.459991,331.130005,334.329987,327.221771,43679400
2020-08-07,333.279999,334.880005,332.299988,334.570007,327.456726,57308300
2020-08-10,335.059998,335.769989,332.959991,335.570007,328.435455,44282100
2020-08-11,336.850006,337.540009,332.010010,332.799988,325.724304,69601100
2020-08-12,335.440002,338.279999,335.410004,337.440002,330.265686,53774400
2020-08-13,336.609985,338.250000,335.829987,336.829987,329.668610,41816100
2020-08-14,336.410004,337.420013,335.619995,336.839996,329.678406,47260400
2020-08-17,337.940002,338.339996,336.850006,337.910004,330.725708,35481000
2020-08-18,338.339996,339.100006,336.609985,338.640015,331.440155,38733900
2020-08-19,339.049988,339.609985,336.619995,337.230011,330.060181,68054200
2020-08-20,335.359985,338.799988,335.220001,338.279999,331.087799,42207800
2020-08-21,337.920013,339.720001,337.549988,339.480011,332.262299,55106600
2020-08-24,342.119995,343.000000,339.450012,342.920013,335.629211,48588700
2020-08-25,343.529999,344.209991,342.269989,344.119995,336.803650,38463400
2020-08-26,344.760010,347.859985,344.170013,347.570007,340.180298,50790200
2020-08-27,348.510010,349.899994,346.529999,348.329987,340.924133,58034100
2020-08-28,349.440002,350.720001,348.149994,350.579987,343.126282,48588900
2020-08-31,350.350006,351.299988,349.059998,349.309998,341.883301,66099200
2020-09-01,350.209991,352.709991,349.239990,352.600006,345.103333,54908700
2020-09-02,354.670013,358.750000,353.429993,357.700012,350.094879,69540000
2020-09-03,355.869995,356.380005,342.589996,345.390015,338.046661,148011100
2020-09-04,346.130005,347.829987,334.869995,342.570007,335.286621,139156300
2020-09-08,336.709991,342.640015,332.880005,333.209991,326.125549,114465300
2020-09-09,337.549988,342.459991,336.609985,339.790009,332.565735,91462300
2020-09-10,341.820007,342.529999,332.850006,333.890015,326.791138,90569500
2020-09-11,335.820007,336.970001,331.000000,334.059998,326.957520,84680200
2020-09-14,337.489990,340.380005,334.220001,338.459991,331.263947,65605700
2020-09-15,341.119995,342.019989,338.470001,340.170013,332.937653,52920900
2020-09-16,341.510010,343.059998,338.519989,338.820007,331.616333,82096000
2020-09-17,333.559998,337.700012,332.989990,335.839996,328.699677,91523300
2020-09-18,335.369995,335.489990,327.970001,330.649994,324.915466,105877900
2020-09-21,325.700012,327.130005,321.730011,326.970001,321.299286,99450800
2020-09-22,328.570007,330.899994,325.859985,330.299988,324.571503,63612100
2020-09-23,330.899994,331.200012,322.100006,322.640015,317.044403,93112200
2020-09-24,321.220001,326.799988,319.799988,323.500000,317.889496,76681300
2020-09-25,322.579987,329.579987,321.640015,328.730011,323.028778,71069400
2020-09-28,333.220001,334.959991,332.149994,334.190002,328.394073,64584600
2020-09-29,333.970001,334.769989,331.619995,332.369995,326.605652,51304000
2020-09-30,333.089996,338.290009,332.880005,334.890015,329.081940,104081100
2020-10-01,337.690002,338.739990,335.010010,337.040009,331.194641,88698700
2020-10-02,331.700012,337.010010,331.190002,333.839996,328.050110,89431100
2020-10-05,336.059998,339.959991,336.010010,339.760010,333.867462,45713100
2020-10-06,339.910004,342.170013,334.380005,334.929993,329.121277,90128900
2020-10-07,338.119995,341.630005,338.089996,340.760010,334.850159,56999600
2020-10-08,342.850006,343.850006,341.859985,343.779999,337.817749,45242500
2020-10-09,345.559998,347.350006,344.890015,346.850006,340.834534,59528600
2020-10-12,349.589996,354.019989,349.059998,352.429993,346.317749,80388500
2020-10-13,352.279999,352.470001,349.089996,350.130005,344.057617,73255500
2020-10-14,350.750000,351.929993,347.140015,347.929993,341.895752,57727900
2020-10-15,343.709991,348.019989,343.130005,347.500000,341.473206,60357700
2020-10-16,348.959991,350.750000,347.100006,347.290009,341.266876,89501900
2020-10-19,348.649994,349.329987,341.040009,342.010010,336.078461,68425600
2020-10-20,343.459991,346.880005,342.640015,343.380005,337.424713,60051900
2020-10-21,343.329987,345.670013,342.399994,342.730011,336.785980,63575000
2020-10-22,342.959991,345.239990,340.649994,344.609985,338.633331,55399300
2020-10-23,345.929993,345.989990,343.130005,345.779999,339.783081,49143900
2020-10-26,342.130005,342.980011,335.619995,339.390015,333.503937,91473000
2020-10-27,339.760010,340.119995,337.989990,338.220001,332.354156,65994100
2020-10-28,332.100006,338.250000,326.130005,326.660004,320.994659,127094300
2020-10-29,326.910004,333.399994,325.089996,329.980011,324.257080,90597700
2020-10-30,328.279999,329.690002,322.600006,326.540009,320.876740,120287300
2020-11-02,330.200012,332.359985,327.239990,330.200012,324.473267,86068300
2020-11-03,333.690002,338.250000,330.290009,336.029999,330.202179,93294200
2020-11-04,340.859985,347.940002,339.589996,343.540009,337.581940,126959700
2020-11-05,349.239990,352.190002,348.859985,350.239990,344.165710,82039700
2020-11-06,349.929993,351.510010,347.649994,350.160004,344.087097,74973000
2020-11-09,363.970001,364.380005,354.059998,354.559998,348.410797,172304200
2020-11-10,353.489990,355.179993,350.510010,354.040009,347.899841,85552000
2020-11-11,356.399994,357.559998,355.059998,356.670013,350.484253,58649000
2020-11-12,355.579987,356.720001,351.260010,353.209991,347.084198,67546200
2020-11-13,355.269989,358.899994,354.709991,358.100006,351.889435,62892200
2020-11-16,360.980011,362.779999,359.589996,362.570007,356.281891,74541100
2020-11-17,359.970001,361.920013,358.339996,360.619995,354.365692,66111000
2020-11-18,360.910004,361.500000,356.239990,356.279999,350.100952,70591300
2020-11-19,355.600006,358.179993,354.149994,357.779999,351.574951,59940900
2020-11-20,357.500000,357.720001,355.250000,355.329987,349.167450,70417300
2020-11-23,357.279999,358.820007,354.869995,357.459991,351.260468,63230600
2020-11-24,360.209991,363.809998,359.290009,363.220001,356.920654,62415900
2020-11-25,363.130005,363.160004,361.480011,362.660004,356.370361,45330900
2020-11-27,363.839996,364.179993,362.579987,363.670013,357.362823,28514100
2020-11-30,362.829987,363.119995,359.170013,362.059998,355.780731,83872700
2020-12-01,365.570007,367.679993,364.929993,366.019989,359.671997,74231400
2020-12-02,364.820007,366.959991,364.200012,366.790009,360.428711,45927000
2020-12-03,366.679993,368.190002,365.500000,366.690002,360.330414,62882000
2020-12-04,367.320007,369.850006,367.220001,369.850006,363.435638,50749900
2020-12-07,369.019989,369.619995,367.720001,369.089996,362.688782,48944300
2020-12-08,367.720001,370.779999,367.670013,370.170013,363.750092,42458900
2020-12-09,370.880005,371.049988,365.950012,366.850006,360.487671,74098300
2020-12-10,365.369995,367.859985,364.429993,366.730011,360.369751,57735400
2020-12-11,364.899994,366.739990,363.260010,366.299988,359.947174,57698600
2020-12-14,368.640015,369.799988,364.470001,364.660004,358.335632,69216200
2020-12-15,367.399994,369.589996,365.920013,369.589996,363.180115,63865300
2020-12-16,369.820007,371.160004,368.869995,370.170013,363.750092,58420500
2020-12-17,371.940002,372.459991,371.049988,372.239990,365.784149,64119500
2020-12-18,370.970001,371.149994,367.019989,369.179993,364.323608,136542300
2020-12-21,364.970001,378.459991,362.029999,367.859985,363.020996,96386700
2020-12-22,368.209991,368.329987,366.029999,367.239990,362.409149,47949000
2020-12-23,368.279999,369.619995,367.220001,367.570007,362.734802,46201400
2020-12-24,368.079987,369.029999,367.450012,369.000000,364.146027,26457900
2020-12-28,371.739990,372.589996,371.070007,372.170013,367.274292,39000400
2020-12-29,373.809998,374.000000,370.829987,371.459991,366.573639,53680500
2020-12-30,372.339996,373.100006,371.570007,371.989990,367.096680,49455300
2020-12-31,371.779999,374.660004,371.230011,373.880005,368.961823,78520700
2021-01-04,375.309998,375.450012,364.820007,368.790009,363.938782,110210800
2021-01-05,368.100006,372.500000,368.049988,371.329987,366.445313,66426200
2021-01-06,369.709991,376.980011,369.119995,373.549988,368.636139,107997700
2021-01-07,376.100006,379.899994,375.910004,379.100006,374.113129,68766800
2021-01-08,380.589996,381.489990,377.100006,381.260010,376.244751,71677200
2021-01-11,377.850006,380.579987,377.720001,378.690002,373.708557,51034700
2021-01-12,378.890015,379.859985,376.359985,378.769989,373.787476,52547700
2021-01-13,378.690002,380.859985,377.850006,379.790009,374.794067,45303600
2021-01-14,380.589996,381.130005,378.100006,378.459991,373.481537,49989100
2021-01-15,376.720001,377.579987,373.700012,375.700012,370.757904,107160000
2021-01-19,378.339996,379.230011,376.750000,378.649994,373.669037,51233300
2021-01-20,381.109985,384.790009,380.690002,383.890015,378.840118,61836100
2021-01-21,384.489990,384.950012,383.250000,384.239990,379.185516,47840100
2021-01-22,382.250000,384.130005,381.839996,382.880005,377.843445,52860500
2021-01-25,383.670013,384.769989,378.459991,384.390015,379.333557,70402000
2021-01-26,385.410004,385.850006,383.540009,383.790009,378.741486,42665300
2021-01-27,380.220001,380.320007,372.010010,374.410004,369.484833,123351100
2021-01-28,376.359985,381.929993,375.890015,377.630005,372.662506,94198100
2021-01-29,375.630005,376.670013,368.269989,370.070007,365.201935,126765100
2021-02-01,373.720001,377.339996,370.380005,376.230011,371.280914,75817600
2021-02-02,379.649994,383.220001,376.320007,381.549988,376.530914,64450700
2021-02-03,382.440002,383.700012,380.480011,381.850006,376.826965,52427100
2021-02-04,382.959991,386.239990,381.970001,386.190002,381.109863,47142600
2021-02-05,388.200012,388.470001,386.140015,387.709991,382.609863,48669800
2021-02-08,389.269989,390.559998,388.350006,390.510010,385.373047,38365200
2021-02-09,389.609985,390.890015,389.170013,390.250000,385.116455,35551100
2021-02-10,392.119995,392.279999,387.500000,390.079987,384.948700,59154400
2021-02-11,391.239990,391.690002,388.100006,390.709991,385.570404,42913300
2021-02-12,389.850006,392.899994,389.769989,392.640015,387.475067,50593300
2021-02-16,393.959991,394.170013,391.529999,392.299988,387.139496,50972400
2021-02-17,390.420013,392.660004,389.329987,392.390015,387.228333,52290600
2021-02-18,389.589996,391.519989,387.739990,390.720001,385.580292,59712800
2021-02-19,392.070007,392.380005,389.549988,390.029999,384.899353,83241000
2021-02-22,387.059998,389.619995,386.739990,387.029999,381.938812,67414200
2021-02-23,384.660004,388.950012,380.200012,387.500000,382.402618,107284100
2021-02-24,386.329987,392.230011,385.269989,391.769989,386.616455,72433900
2021-02-25,390.410004,391.880005,380.779999,382.329987,377.300659,146670500
2021-02-26,384.350006,385.579987,378.230011,380.359985,375.356567,152701600
2021-03-01,385.589996,390.920013,380.570007,389.579987,384.455292,105348800
2021-03-02,389.820007,390.070007,386.000000,386.540009,381.455292,79595300
2021-03-03,385.790009,386.829987,381.309998,381.420013,376.402649,119940200
2021-03-04,381.220001,384.000000,371.880005,376.700012,371.744690,183433000
2021-03-05,380.459991,384.760010,372.640015,383.630005,378.583557,152039600
2021-03-08,384.660004,387.679993,381.420013,381.720001,376.698669,123149200
2021-03-09,385.850006,389.910004,385.309998,387.170013,382.076996,113633600
2021-03-10,389.690002,391.399994,388.170013,389.579987,384.455292,109899400
2021-03-11,392.230011,395.649994,391.739990,393.529999,388.353333,86245000
2021-03-12,392.070007,394.209991,391.200012,394.059998,388.876343,64653600
2021-03-15,394.329987,396.690002,392.029999,396.410004,391.195435,73427200
2021-03-16,397.070007,397.829987,395.079987,395.910004,390.702026,73722500
2021-03-17,394.529999,398.119995,393.299988,397.260010,392.034241,97959300
2021-03-18,394.480011,396.720001,390.750000,391.480011,386.330292,115349100
2021-03-19,389.880005,391.570007,387.149994,389.480011,385.615479,113624500
2021-03-22,390.029999,394.070007,389.970001,392.589996,388.694580,73778600
2021-03-23,391.910004,393.459991,388.660004,389.500000,385.635284,90686600
2021-03-24,391.000000,392.750000,387.470001,387.519989,383.674896,97588600
2021-03-25,385.980011,390.549988,383.899994,389.700012,385.833282,116128600
2021-03-26,390.929993,396.410004,390.290009,395.980011,392.050964,114409100
2021-03-29,394.399994,396.750000,392.809998,395.779999,391.852966,108107600
2021-03-30,394.420013,395.450012,393.019989,394.730011,390.813385,76262200
2021-03-31,395.339996,398.000000,395.309998,396.329987,392.397491,112734200
2021-04-01,398.399994,400.670013,398.179993,400.609985,396.634979,99682900
2021-04-05,403.459991,406.940002,403.380005,406.359985,402.327942,91684800
2021-04-06,405.760010,407.239990,405.399994,406.119995,402.090332,62021000
2021-04-07,405.940002,406.959991,405.450012,406.589996,402.555695,55836300
2021-04-08,407.929993,408.579987,406.929993,408.519989,404.466522,57863100
2021-04-09,408.390015,411.670013,408.260010,411.489990,407.407043,61104600
2021-04-12,410.850006,411.929993,410.200012,411.640015,407.555603,56704900
2021-04-13,411.529999,413.529999,411.119995,412.859985,408.763458,56551000
2021-04-14,412.829987,413.959991,410.869995,411.450012,407.367462,61659900
2021-04-15,413.739990,416.160004,413.690002,415.869995,411.743591,60229800
2021-04-16,417.250000,417.910004,415.730011,417.260010,413.119843,82037300
2021-04-19,416.260010,416.739990,413.790009,415.209991,411.090149,78498500
2021-04-20,413.910004,415.089996,410.589996,412.170013,408.080353,81851800
2021-04-21,411.510010,416.290009,411.359985,416.070007,411.941620,66793000
2021-04-22,415.890015,416.779999,411.130005,412.269989,408.179321,97582800
2021-04-23,412.869995,418.250000,412.790009,416.739990,412.604980,73209200
2021-04-26,417.440002,418.220001,416.809998,417.609985,413.466339,52182400
2021-04-27,417.929993,418.140015,416.299988,417.519989,413.377258,51303100
2021-04-28,417.809998,419.010010,416.899994,417.399994,413.258423,51238900
2021-04-29,420.320007,420.720001,416.440002,420.059998,415.892029,78544300
2021-04-30,417.630005,418.540009,416.339996,417.299988,413.159393,85527000
2021-05-03,419.429993,419.839996,417.670013,418.200012,414.050507,68128300
2021-05-04,416.070007,416.600006,411.670013,415.619995,411.496094,101591200
2021-05-05,417.380005,417.630005,415.149994,415.750000,411.624817,60162200
2021-05-06,415.829987,419.209991,413.679993,419.070007,414.911865,74321400
2021-05-07,419.890015,422.820007,419.160004,422.119995,417.931580,67733800
2021-05-10,422.500000,422.739990,417.809998,417.940002,413.793091,81852400
2021-05-11,413.100006,415.269989,410.059998,414.209991,410.100067,116888000
2021-05-12,411.230011,412.589996,404.000000,405.410004,401.387421,134811000
2021-05-13,407.070007,412.350006,407.019989,410.279999,406.209076,106394000
2021-05-14,413.209991,417.489990,413.179993,416.579987,412.446533,82201600
2021-05-17,415.390015,416.390015,413.359985,415.519989,411.397064,65129200
2021-05-18,415.799988,416.059998,411.769989,411.940002,407.852631,59810200
2021-05-19,406.920013,411.049988,405.329987,410.859985,406.783295,106467100
2021-05-20,411.799988,416.630005,411.670013,415.279999,411.159454,78022200
2021-05-21,416.869995,418.200012,414.450012,414.940002,410.822845,76578700
2021-05-24,417.339996,420.320007,417.079987,419.170013,415.010864,51376700
2021-05-25,420.329987,420.709991,417.619995,418.239990,414.090088,57451400
2021-05-26,418.869995,419.609985,417.760010,419.070007,414.911865,43088600
2021-05-27,420.170013,420.720001,418.989990,419.290009,415.129669,56707700
2021-05-28,420.970001,421.250000,419.790009,420.040009,415.872253,58520200
2021-06-01,422.570007,422.720001,419.200012,419.670013,415.505920,54216600
2021-06-02,420.369995,421.230011,419.290009,420.329987,416.159332,49097100
2021-06-03,417.850006,419.989990,416.279999,418.769989,414.614838,58138800
2021-06-04,420.750000,422.920013,418.839996,422.600006,418.406860,55938800
2021-06-07,422.589996,422.779999,421.190002,422.190002,418.000916,51555000
2021-06-08,423.109985,423.209991,420.320007,422.279999,418.090027,47134300
2021-06-09,423.179993,423.260010,421.410004,421.649994,417.466248,48436300
2021-06-10,422.959991,424.630005,421.549988,423.609985,419.406799,51020100
2021-06-11,424.200012,424.429993,422.820007,424.309998,420.099854,45570800
2021-06-14,424.429993,425.369995,423.100006,425.260010,421.040436,42358500
2021-06-15,425.420013,425.459991,423.540009,424.480011,420.268188,51508500
2021-06-16,424.630005,424.869995,419.920013,422.109985,417.921661,80386100
2021-06-17,421.670013,423.019989,419.320007,421.970001,417.783081,90949700
2021-06-18,417.089996,417.829987,414.700012,414.920013,412.147034,118676300
2021-06-21,416.799988,421.059998,415.929993,420.859985,418.047272,72822000
2021-06-22,420.850006,424.000000,420.079987,423.109985,420.282257,57700300
2021-06-23,423.190002,424.049988,422.510010,422.600006,419.775696,49445400
2021-06-24,424.890015,425.549988,424.619995,425.100006,422.258972,45110300
2021-06-25,425.899994,427.089996,425.549988,426.609985,423.758881,58129500
2021-06-28,427.170013,427.649994,425.890015,427.470001,424.613129,53159600
2021-06-29,427.880005,428.559998,427.130005,427.700012,424.841614,35970500
2021-06-30,427.209991,428.779999,427.179993,428.059998,425.199188,64827900
2021-07-01,428.869995,430.600006,428.799988,430.429993,427.553345,53441000
2021-07-02,431.670013,434.100006,430.519989,433.720001,430.821350,57697700
2021-07-06,433.779999,434.010010,430.010010,432.929993,430.036652,68710400
2021-07-07,433.660004,434.760010,431.510010,434.459991,431.556396,63549500
2021-07-08,428.779999,431.730011,427.519989,430.920013,428.040070,97595200
2021-07-09,432.529999,435.839996,430.709991,435.519989,432.609344,76238600
2021-07-12,435.429993,437.350006,434.970001,437.079987,434.158905,52889600
2021-07-13,436.239990,437.839996,435.309998,435.589996,432.678864,52911300
2021-07-14,437.399994,437.920013,434.910004,436.239990,433.324524,64130400
2021-07-15,434.809998,435.529999,432.720001,434.750000,431.844482,55126400
2021-07-16,436.010010,436.059998,430.920013,431.339996,428.457245,75874700
2021-07-19,426.190002,431.410004,421.970001,424.970001,422.129852,147987000
2021-07-20,425.679993,432.420013,424.829987,431.059998,428.179138,99608200
2021-07-21,432.339996,434.700012,431.010010,434.549988,431.645813,64724400
2021-07-22,434.739990,435.720001,433.690002,435.459991,432.549744,47878500
2021-07-23,437.519989,440.299988,436.790009,439.940002,436.999817,63766600
2021-07-26,439.309998,441.029999,439.260010,441.019989,438.072571,43719200
2021-07-27,439.910004,439.940002,435.989990,439.010010,436.076019,67397100
2021-07-28,439.679993,440.299988,437.309998,438.829987,435.897186,52472400
2021-07-29,439.820007,441.799988,439.809998,440.649994,437.705048,47435300
2021-07-30,437.910004,440.059998,437.769989,438.510010,435.579376,68890600
2021-08-02,440.339996,440.929993,437.209991,437.589996,434.665497,58783300
2021-08-03,438.440002,441.279999,436.100006,441.149994,438.201721,58053900
2021-08-04,439.779999,441.119995,438.730011,438.980011,436.046234,46732200
2021-08-05,440.220001,441.850006,439.880005,441.760010,438.807648,38969700
2021-08-06,442.100006,442.940002,441.799988,442.489990,439.532745,46864100
